Date,GLD
2004-12,-0.029255313077842682
2005-01,-0.036073014700432116
2005-02,0.031027890116483547
2005-03,-0.016310569822719834
2005-04,0.01237736532167566
2005-05,-0.039215617256758595
2005-06,0.04297711969393081
2005-07,-0.014272535715587842
2005-08,0.013545115254281814
2005-09,0.0760368461068559
2005-10,-0.006423966427397176
2005-11,0.05818958748818792
2005-12,0.050509234908443945
2006-01,0.09926325610950548
2006-02,-0.011111129799614039
2006-03,0.03620472249591056
2006-04,0.12030977706278301
2006-05,-0.013212367941960124
2006-06,-0.04670720314345789
2006-07,0.031520501708389714
2006-08,-0.01377452397065515
2006-09,-0.04527210873938636
2006-10,0.012947712156689883
2006-11,0.0688910623431318
2006-12,-0.018325831904968948
2007-01,0.025628900016547496
2007-02,0.025451202827030395
2007-03,-0.011131249335096238
2007-04,0.020535420109362157
2007-05,-0.023103227112383773
2007-06,-0.019377544319808315
2007-07,0.023650293322754035
2007-08,0.01109584613741399
2007-09,0.1050812664749683
2007-10,0.06951435807173012
2007-11,-0.01653527100410046
2007-12,0.06647697115798779
2008-01,0.10841623260567834
2008-02,0.052297578769115116
2008-03,-0.059991647169457596
2008-04,-0.04158834181981419
2008-05,0.00923249172851226
2008-06,0.0451687217321981
2008-07,-0.01444200954909658
2008-08,-0.09291743535130026
2008-09,0.04112104574714226
2008-10,-0.1613965370422934
2008-11,0.12573593609702582
2008-12,0.07732535516442862
2009-01,0.05536293459751529
2009-02,0.014456244990886047
2009-03,-0.02536973490015315
2009-04,-0.03334074188003622
2009-05,0.10232612179073852
2009-06,-0.05218291894299387
2009-07,0.023799058583926724
2009-08,0.0005356513398517837
2009-09,0.05835114410284126
2009-10,0.037228127081247786
2009-11,0.1278650225927711
2009-12,-0.07203391451937668
2010-01,-0.012580360682460379
2010-02,0.032748218673886775
2010-03,-0.004386396377547119
2010-04,0.05883436293398403
2010-05,0.030513146883171416
2010-06,0.02355318906837578
2010-07,-0.050871157346166984
2010-08,0.0570612528286536
2010-09,0.04775558440048866
2010-10,0.036822698148927246
2010-11,0.021112978094167456
2010-12,0.024368653791005945
2011-01,-0.06379762129208244
2011-02,0.05998312803425043
2011-03,0.015981380863843153
2011-04,0.08944654978008071
2011-05,-0.01791688531222524
2011-06,-0.024325042799353658
2011-07,0.08417803620638908
2011-08,0.12274943937515781
2011-09,-0.1106234724683266
2011-10,0.05871187474779571
2011-11,0.01667269395230786
2011-12,-0.10662433944055616
2012-01,0.11395480912860867
2012-02,-0.029649780549572013
2012-03,-0.01320834048100561
2012-04,-0.0014803247076430326
2012-05,-0.06338034010471116
2012-06,0.02354575543588111
2012-07,0.008376847936764742
2012-08,0.0493960985123536
2012-09,0.046705627280061224
2012-10,-0.0294374168163416
2012-11,-0.0046754107219088015
2012-12,-0.02426979045607558
2013-01,-0.005061148639644686
2013-02,-0.05086846838387371
2013-03,0.009477104236876421
2013-04,-0.07562313309527169
2013-05,-0.061987853461335174
2013-06,-0.11058839427335099
2013-07,0.07430105304988088
2013-08,0.05204748421667449
2013-09,-0.04783837969835125
2013-10,-0.003432632525768753
2013-11,-0.0551119542293661
2013-12,-0.03794527189279129
2014-01,0.03418871423877423
2014-02,0.06270302804827033
2014-03,-0.03142142336568676
2014-04,0.004934880732461844
2014-05,-0.03051039187154414
2014-06,0.06319017654797676
2014-07,-0.03631673024297133
2014-08,0.0038090706137285935
2014-09,-0.06176329313887896
2014-10,-0.03054810644807593
2014-11,-0.00488197260677703
2014-12,0.013112132840068513
2015-01,0.08689905756357263
2015-02,-0.05905219494812253
2015-03,-0.021522037888980217
2015-04,-0.0016716737223686495
2015-05,0.005552104050766893
2015-06,-0.0151621012329064
2015-07,-0.06620986259282269
2015-08,0.03707232801234084
2015-09,-0.018011386601445745
2015-10,0.02283363679084549
2015-11,-0.06752062833262518
2015-12,-0.004513334897338739
2016-01,0.054109973519699484
2016-02,0.10930343875618331
2016-03,-0.008428860461434096
2016-04,0.0510880837080252
2016-05,-0.061382967032933
2016-06,0.08969501879279052
2016-07,0.01984656031160892
2016-08,-0.03256316550912586
2016-09,0.006892135107908537
2016-10,-0.02944919584699557
2016-11,-0.08356570639157301
2016-12,-0.019149882681417818
2017-01,0.05419215772584618
2017-02,0.03184768678480654
2017-03,-0.004277464747725723
2017-04,0.017267481479825264
2017-05,-0.0012419798017191397
2017-06,-0.021555347739281583
2017-07,0.02313170169958667
2017-08,0.041987575112416575
2017-09,-0.03369891808976033
